"","�..user_id","status_id","created_at","screen_name","text","lang","location","lat","lng","GoogleMapsLocation","country","zip","state","daniel","priyanka","florian","dario","mean","daniel_c","priya_c","florian_c","dario_c","mode_c","VADER","Syuzhet","VADERclass","Syuzhetclass","mean_c"
"29",2250395057,1374112933534371840,"2021-03-22 21:37:07","lennyandcompany","@crankyoldman13 Come on already #JoeBiden  FREE REALITY WINNER  !!!","en","MILES FROM NOWHERE",40.8887425,-80.682089,"530 E Park Ave, Columbiana, OH 44408, USA","USA",44408,"OH",3,0.5,2,4,2.375,"Positive","Neutral","Positive","Positive","Positive",0.887,1.25,"Positive","Positive","Positive"
"30",3193455540,1374112688725504000,"2021-03-22 21:36:09","susankey_key","Glad to see this becuz what affects our neighbor affects us. Go Joe!
https://t.co/SHGiM7L9yO","en","Atlanta, GA",32.6782075,-83.1738665,"Stuckey Rd 108, Danville, GA 31017, USA","USA",31017,"GA",2,2,3,4,2.75,"Positive","Positive","Positive","Positive","Positive",0.509,1.15,"Positive","Positive","Positive"
"31",743414304,1374112402648760320,"2021-03-22 21:35:01","ZachEdwards21","Y’all thought trump was gonna get us in a war and Biden is starting Twitter beef with one of the most dangerous leaders he could have picked 😂","en","Fayetteville, AR",34.7519365,-92.131274,"Unnamed Road, North Little Rock, AR 72117, USA","USA",72117,"AR",-2,-0.5,-2,-3,-1.875,"Negative","Neutral","Negative","Neutral","Negative",-0.807,-1.1,"Negative","Negative","Negative"
"32",628131663,1374112359338319872,"2021-03-22 21:34:50","GoldichSandy","@DailyCaller @PressSec That’s why no one is allowed to take videos or pics. Cuz they’re treated very bad at the border. Biden is trying to hide this. I miss trump","en","",36.0609645,-115.1351649,"7098 Rustler Ct, Las Vegas, NV 89119, USA","USA",89119,"NV",-3,-3,-2,-3,-2.75,"Negative","Negative","Negative","Neutral","Negative",-0.807,-0.85,"Negative","Negative","Negative"
"33",34944204,1374112048418799616,"2021-03-22 21:33:36","Simplymaureen2u","SuchShit... https://t.co/q6VTsvlOpd","en","",26.5634823,-80.054806,"Dixie Hwy & Neptune Dr, Hypoluxo, FL 33462, USA","USA",33462,"FL",-2,-2,-2,-2,-2,"Negative","Negative","Negative","Neutral","Negative",0,0,"Neutral","Neutral","Negative"
"34",19045827,1374112012427481088,"2021-03-22 21:33:28","anthonycaldwell","Help Is Here! Thanks @POTUS @JoeBiden! https://t.co/yOvOpM3WUS","en","Columbus, Ohio",39.9946835,-82.98577205,"750 E 11th Ave, Columbus, OH 43211, USA","USA",43211,"OH",2,2,3,3,2.5,"Positive","Positive","Positive","Positive","Positive",0.734,0.6,"Positive","Positive","Positive"
"35",319901933,1374111961101701120,"2021-03-22 21:33:15","KatieDaviscourt","We are 61 days into Biden’s Presidency and he has yet to give a solo press conference.","en","Seattle, WA",47.6148172,-122.3306024,"1621 Boren Ave, Seattle, WA 98101, USA","USA",98101,"WA",-1,-0.5,-1,-2,-1.125,"Negative","Neutral","Negative","Neutral","Negative",0,0,"Neutral","Neutral","Negative"
"36",199120695,1374102602988752896,"2021-03-22 20:56:04","Nityalakshmi","@voiceofsandiego Why is government trying to rip off students? Have soldiers surrender housing in pandemic! Be royal Baby America! @JoeBiden","en","San Diego, CA",37.2691755,-119.3066075,"Stump Springs Rd, Lakeshore, CA 93634, USA","USA",93634,"CA",-1,-3,-2,-2,-2,"Negative","Negative","Negative","Neutral","Negative",0,-1.65,"Neutral","Negative","Negative"
"37",40140510,1374111927668928512,"2021-03-22 21:33:07","FrankMullens","Bitchin' roasted veggie and grilled chicken bowl with Cilantro Chili #BitchinSauce and @IndustryWeek's Biden vs. Trump on Reshoring: A Review, and a Critique https://t.co/Iv2HEiCJZi","en","Simi Valley, California",34.0207895,-118.4119065,"3624 Westwood Blvd, Los Angeles, CA 90034, USA","USA",90034,"CA",0,0,-1,0,-0.25,"Neutral","Neutral","Negative","Neutral","Neutral",0,-0.7,"Neutral","Negative","Neutral"
"38",2722589802,1374111763885608960,"2021-03-22 21:32:28","GhandhiUSA","https://t.co/pDX2EQzMwU

 Biden's student loan cancellation is @par with his open borders policy. Screw the people that are waiting on line to become Americans;and screw the hard working Americans that paid off their obligations. Both groups respect the rule of law and hard work!","en","",40.655138,-73.9487755,"326 Clarkson Ave, Brooklyn, NY 11226, USA","USA",11226,"NY",-3,-2,-3,-2,-2.5,"Negative","Negative","Negative","Neutral","Negative",0.2,0.75,"Neutral","Positive","Negative"
"39",803004340608843776,1374111359340793856,"2021-03-22 21:30:52","thatmikeny","#Americaorbust no one really believes the idea that Biden stole the election it’s just a way to cause chaos and doubt and hope that orange judas can finish the destruction of democracy he started 5 years ago","en","NY etc",41.023622,-72.166432,"65 Rd B, East Hampton, NY 11937, USA","USA",11937,"NY",1,2,2,1,1.5,"Positive","Positive","Positive","Positive","Positive",-0.848,-2.15,"Negative","Negative","Positive"
"40",2393280588,1374111347504467968,"2021-03-22 21:30:49","koreywilliams23","Blow this up y’all. Biden’s Crisis. https://t.co/eX4fZDwJeZ","en","",41.5525266,-83.6052168,"100 Trinity Ct, Perrysburg, OH 43551, USA","USA",43551,"OH",-2,-1,-2,-3,-2,"Negative","Negative","Negative","Neutral","Negative",-0.625,-1.15,"Negative","Negative","Negative"
"41",1262784420710420480,1374111224460378112,"2021-03-22 21:30:20","murphwv","@kristak530 Big Jim just hates that he doesn’t have anything negative to say about Biden.","en","Charleston, WV",38.347486,-81.6337049,"1024 Virginia St E, Charleston, WV 25301, USA","USA",25301,"WV",2,1,1,1,1.25,"Positive","Positive","Positive","Positive","Positive",-0.765,-1.25,"Negative","Negative","Positive"
"42",350304093,1374111136707055616,"2021-03-22 21:29:59","dbstar25","The harris biden administration won't let media into any ares at the border or camps.... 😠 Biden's 'kids in cages' prove his hypocrisy on immigration https://t.co/hu57EjpAU4 via @nypost","en","",33.12035895,-117.0723185,"603 E 5th Ave, Escondido, CA 92025, USA","USA",92025,"CA",-4,-3,-4,-3,-3.5,"Negative","Negative","Negative","Neutral","Negative",0,-0.4,"Neutral","Neutral","Negative"
"43",918892873600319488,1374111068344176640,"2021-03-22 21:29:43","Notsojingo","@LisPower1 Makes sense.
If Biden/Pakistan are saying ot, it is as likely the opposite of the Truth as when Trump/ Sarah Sanders made their magic happen.
#PaidToLiePoliticians","en","Hell, United States",26.03967995,-80.1783915,"3471 Emerald Oaks Dr, Hollywood, FL 33021, USA","USA",33021,"FL",-3,-2,-3,-3,-2.75,"Negative","Negative","Negative","Neutral","Negative",0.318,1.15,"Neutral","Positive","Negative"
"44",120123034,1374110859929255936,"2021-03-22 21:28:53","no1askedme","I think President Biden was too kind! Putin is a MFing killer! https://t.co/8JzXTAcHjb","en","Ohio",41.58843175,-83.5652951,"1120 Buck Rd, Rossford, OH 43460, USA","USA",43460,"OH",-1,3,1,-1,0.5,"Negative","Positive","Positive","Neutral","Positive",-0.358,-0.5,"Neutral","Neutral","Neutral"
"45",44784223,1374110321418375168,"2021-03-22 21:26:45","SouthernSlangg","Joe Biden what the fuck","en","Ocasso DeBlanco Follows You",39.18563905,-76.634125,"100 Woods Ave, Glen Burnie, MD 21061, USA","USA",21061,"MD",-1,-1,-2,-4,-2,"Negative","Negative","Negative","Neutral","Negative",-0.542,-1,"Negative","Negative","Negative"
"46",369768274,1374110066018816000,"2021-03-22 21:25:44","_WhoIsTA","Still waiting on my Biden bucks.","en","The Voydd / Sc / Denver ",38.997936,-105.5508905,"1337 Stoll Mountain Rd, Lake George, CO 80827, USA","USA",80827,"CO",0,-1,-2,0,-0.75,"Neutral","Negative","Negative","Neutral","Negative",0,0,"Neutral","Neutral","Negative"
"47",1576069417,1374109931113218048,"2021-03-22 21:25:11","RossRightNow","We will never forget they way those who we gave power over us abandoned us entirely in the name of eternal economic growth. Donald Trump was one thing. Joe Biden is where the true fight begins. I do not stand with a do-nothing government that fails to prioritize humanity.","en","Indianapolis, IN",39.7795625,-86.1429225,"870 Massachusetts Ave, Indianapolis, IN 46202, USA","USA",46202,"IN",-4,-2,-4,-4,-3.5,"Negative","Negative","Negative","Neutral","Negative",-0.326,-1.6,"Neutral","Negative","Negative"
"48",788522558194790400,1374109824544174080,"2021-03-22 21:24:46","cabussel","@WhiteHouse @JoeBiden Got my second dose yesterday — today I feel like 💩- hope to be back back to normal tomorrow","en","",38.997936,-105.5508905,"1337 Stoll Mountain Rd, Lake George, CO 80827, USA","USA",80827,"CO",0,-1,0,0,-0.25,"Neutral","Negative","Neutral","Neutral","Neutral",0.66,1,"Positive","Positive","Neutral"
"49",2194872936,1374109690846535680,"2021-03-22 21:24:14","DMillersMx","Okay @JoeBiden... how is this better? When you are scared, worried and in another country, how do you make good decisions? The US should have foreseen this after Trump’s four years of tumult! https://t.co/4sdxxcXhOL","en","",36.0609645,-115.1351649,"7098 Rustler Ct, Las Vegas, NV 89119, USA","USA",89119,"NV",-1,-1,-1,-2,-1.25,"Negative","Negative","Negative","Neutral","Negative",0.503,-0.8,"Positive","Negative","Negative"
"50",837235303,1374109542766632960,"2021-03-22 21:23:39","weekendnomad88","I’m so happy that the Biden Admin implemented laws to help out taxpayers this year but that also means a lot of Tax changes and it’s been driving me crazy reading through to keep myself updated 😅","en","Laguna Beach, CA",33.689732,-117.7823605,"15092 Glass Cir, Irvine, CA 92604, USA","USA",92604,"CA",4,3,4,2,3.25,"Positive","Positive","Positive","Positive","Positive",0.064,-0.15,"Neutral","Neutral","Positive"
"51",44044639,1374108928028639232,"2021-03-22 21:21:12","midianschild","@WhiteHouse @JoeBiden I can't get appointment everyone is booked for all the vaccine they have left","en","",40.4396865,-75.344407,"720 Juniper St, Quakertown, PA 18951, USA","USA",18951,"PA",-3,-2,-2,-1,-2,"Negative","Negative","Negative","Neutral","Negative",0,0,"Neutral","Neutral","Negative"
"52",72948763,1374108819152834560,"2021-03-22 21:20:46","ItzGetty","@ericcbarnes @FoxNews @Dan82523 72% deported. After Biden said he wouldn't be deporting. 

So defend either his campaign lies or that he is racist because he is deporting immigrants.","en","In Texas. From California",29.8384948,-95.4464865,"4502 Belle Glade Dr, Houston, TX 77018, USA","USA",77018,"TX",-4,-4,-5,-5,-4.5,"Negative","Negative","Negative","Neutral","Negative",-0.778,-1.75,"Negative","Negative","Negative"
"53",943199357599395840,1374108551032016896,"2021-03-22 21:19:42","edontess171","@theappeal @JoeBiden when confronted about Hunter’s drug use during the campaign: “He’s fixed it, he’s worked on it. And I’m proud of him.”
@joebiden to former potsmokers at WH: “You’re fired!” https://t.co/xxtMukqwQd.","en","Tampa, FL",27.79571925,-82.672903,"2863 26th Ave N, St. Petersburg, FL 33713, USA","USA",33713,"FL",-3,-2,-2,-2,-2.25,"Negative","Negative","Negative","Neutral","Negative",0.38,-0.2,"Neutral","Neutral","Negative"
"54",760077133645504512,1374107942383984640,"2021-03-22 21:17:17","DottieJoyner1","Is this tweet a joke? 45 did the hard work he had knowledge he respected science and he had a commitment to this country. Biden has no knowledge of anything. The only knowledge he has is how does through this country and pocket money from China. He is actually a dummy. https://t.co/cp8e1oR8MX","en","Columbus, OH",39.9946835,-82.98577205,"750 E 11th Ave, Columbus, OH 43211, USA","USA",43211,"OH",-5,-4,-5,-5,-4.75,"Negative","Negative","Negative","Neutral","Negative",0.649,2.8,"Positive","Positive","Negative"
"55",596570538,1374104151739752448,"2021-03-22 21:02:14","sarah4parker","@NomikiKonst @CNN @MSNBC @FoxNews Why does Nomiki go on Fox as a Democratic commentator &amp; say virtually nothing. If she isn't going to defend Biden &amp; other Democratic policies, then maybe she should stay off Fox. She is barely a Democrat.","en","",34.0489705,-84.066106,"478 Suwanee Green Blvd, Suwanee, GA 30024, USA","USA",30024,"GA",0,0,0,0,0,"Neutral","Neutral","Neutral","Neutral","Neutral",0,0.5,"Neutral","Neutral","Neutral"
"56",231229494,1374107851266928640,"2021-03-22 21:16:56","ryanstruse","@Lubchansky @JordanUhl No doubt but in light of what’s in front of you, what exactly could be done that solves this? As a Democrat it pains me to say this was handled better with Trump. Less people in detention centers was better. If Biden was smart he’d adopt some of his policy to corral migration.","en","New York",43.040986,-76.3053485,"27 1st St, Camillus, NY 13031, USA","USA",13031,"NY",-1,-3,-2,-2,-2,"Negative","Negative","Negative","Neutral","Negative",0.874,0.5,"Positive","Positive","Negative"
"57",24695066,1374107587055132672,"2021-03-22 21:15:53","rlparker47","He’s is absolutely correct Joe”shit for brains” Biden is suffering from dementia. https://t.co/hqPNHQIpt1","en","ÜT: 33.982219,-84.068903",32.6782075,-83.1738665,"Stuckey Rd 108, Danville, GA 31017, USA","USA",31017,"GA",-4,-4,-5,-5,-4.5,"Negative","Negative","Negative","Neutral","Negative",-0.477,-1.05,"Neutral","Negative","Negative"
"58",229748029,1374107421908606976,"2021-03-22 21:15:13","alondrapitones","Chill on me papi Biden .. I be tripping on both 🥲 https://t.co/WGVF5Oxep5","en","Lobatos,Valparaiso,Zacatecas📍",41.85174015,-88.113245,"1209 Warrenville Rd, Wheaton, IL 60189, USA","USA",60189,"IL",-1,0,0,0,-0.25,"Negative","Neutral","Neutral","Neutral","Neutral",0,-0.7,"Neutral","Negative","Neutral"
"59",285961054,1374107278912204800,"2021-03-22 21:14:39","dallasmom53","Biden has kids in pods!  Horrible conditions!  #Impeach46","en","",40.572376,-74.153947,"215 Arthur Kill Rd, Staten Island, NY 10306, USA","USA",10306,"NY",-4,-4,-4,-5,-4.25,"Negative","Negative","Negative","Neutral","Negative",-0.623,-1.25,"Negative","Negative","Negative"
"60",923683964480495616,1374107213975928832,"2021-03-22 21:14:24","Loveydovey1011","@dcexaminer @PressSec @JoeBiden Was the person the dog bit a black communist or a white supremely. Major difference.","en","Buckeye, AZ",33.615955,-112.2831118,"10354 W Cameo Dr, Sun City, AZ 85351, USA","USA",85351,"AZ",0,-1,0,0,-0.25,"Neutral","Negative","Neutral","Neutral","Neutral",0.572,0.8,"Positive","Positive","Neutral"
"61",1348316022,1374107136645554176,"2021-03-22 21:14:05","therealjondubs","@fdotny @stillgray This is what trump inherited then he helped reduce it while in office to the point it was almost non existent. Biden invited people to come but did not prepare for it actually happening. This is a topic for both sides of the isle.","en","",42.9072065,-78.74839885,"2345 Walden Ave, Cheektowaga, NY 14225, USA","USA",14225,"NY",-1,-1,-2,-1,-1.25,"Negative","Negative","Negative","Neutral","Negative",0,0.8,"Neutral","Positive","Negative"
"62",15446531,1374107082044100608,"2021-03-22 21:13:52","mattyglesias","This tidbit on how Senate Democrats were convinced to provide a cash benefit with no work requirement is a teachable moment.

https://t.co/HYuF2d0uIe https://t.co/O8Dl6LQn5N","en","Washington, DC",38.89860285,-77.0143985,"250 Massachusetts Ave NE, Washington, DC 20002, USA","USA",20002,"DC",0,-0.5,0,0,-0.125,"Neutral","Neutral","Neutral","Neutral","Neutral",0.542,2.8,"Positive","Positive","Neutral"
"63",3413866505,1374106904822173696,"2021-03-22 21:13:10","HainesCaren","@TravisAllen02 @POTUS Biden is wonderfully skilled, competent, and supports all of us!
We are blessed that he has rescued the US from it’s certain demise under Trump. I know Biden will make sure the republicans cannot steal our democracy and let that criminal enterprise gain power again.","en","New York, USA",42.746617,-75.770041,"Peckham Hollow Rd, Georgetown, NY 13072, USA","USA",13072,"NY",5,5,5,5,5,"Positive","Positive","Positive","Positive","Positive",0.967,3.9,"Positive","Positive","Positive"
